PlanetNaturalId,PlanetName,Category,WorkforceLevel,FeeAmount,FeeCurrency
BS-658d,BS-658d,AGRICULTURE,SCIENTIST,20,ICA
BS-658d,BS-658d,CHEMISTRY,PIONEER,20,ICA
BS-658d,BS-658d,CHEMISTRY,SETTLER,20,ICA
BS-658d,BS-658d,CHEMISTRY,TECHNICIAN,20,ICA
BS-658d,BS-658d,CHEMISTRY,ENGINEER,20,ICA
BS-658d,BS-658d,CHEMISTRY,SCIENTIST,20,ICA
BS-658d,BS-658d,CONSTRUCTION,PIONEER,20,ICA
BS-658d,BS-658d,CONSTRUCTION,SETTLER,20,ICA
BS-658e,BS-658e,AGRICULTURE,PIONEER,20,ICA
BS-658e,BS-658e,AGRICULTURE,SETTLER,20,ICA
BS-658e,BS-658e,FUEL_REFINING,PIONEER,20,ICA
BS-658e,BS-658e,FUEL_REFINING,SETTLER,20,ICA
BS-658e,BS-658e,FUEL_REFINING,TECHNICIAN,20,ICA
BS-658e,BS-658e,FUEL_REFINING,ENGINEER,20,ICA
BS-658e,BS-658e,FUEL_REFINING,SCIENTIST,20,ICA
BS-658e,BS-658e,MANUFACTURING,PIONEER,20,ICA
BS-658e,BS-658e,MANUFACTURING,SETTLER,20,ICA
BS-658e,BS-658e,MANUFACTURING,TECHNICIAN,20,ICA
BS-658e,BS-658e,MANUFACTURING,ENGINEER,20,ICA
BS-658e,BS-658e,MANUFACTURING,SCIENTIST,20,ICA
BS-658e,BS-658e,METALLURGY,PIONEER,20,ICA
BS-658e,BS-658e,METALLURGY,SETTLER,20,ICA
BS-658e,BS-658e,METALLURGY,TECHNICIAN,20,ICA
BS-658e,BS-658e,METALLURGY,ENGINEER,20,ICA
BS-658e,BS-658e,METALLURGY,SCIENTIST,20,ICA
BS-658e,BS-658e,RESOURCE_EXTRACTION,PIONEER,20,ICA
BS-658e,BS-658e,RESOURCE_EXTRACTION,SETTLER,20,ICA
BS-658e,BS-658e,RESOURCE_EXTRACTION,TECHNICIAN,20,ICA
BS-658e,BS-658e,RESOURCE_EXTRACTION,ENGINEER,20,ICA
BS-658e,BS-658e,FOOD_INDUSTRIES,SCIENTIST,20,ICA
BS-658e,BS-658e,FOOD_INDUSTRIES,ENGINEER,20,ICA
BS-658e,BS-658e,ELECTRONICS,SCIENTIST,20,ICA
BS-658e,BS-658e,FOOD_INDUSTRIES,TECHNICIAN,20,ICA
BS-658e,BS-658e,FOOD_INDUSTRIES,PIONEER,20,ICA
BS-658e,BS-658e,RESOURCE_EXTRACTION,SCIENTIST,20,ICA
BS-658e,BS-658e,ELECTRONICS,ENGINEER,20,ICA
BS-658e,BS-658e,ELECTRONICS,TECHNICIAN,20,ICA
BS-658e,BS-658e,FOOD_INDUSTRIES,SETTLER,20,ICA
BS-658e,BS-658e,AGRICULTURE,TECHNICIAN,20,ICA
BS-658e,BS-658e,AGRICULTURE,ENGINEER,20,ICA
BS-658e,BS-658e,AGRICULTURE,SCIENTIST,20,ICA
BS-658e,BS-658e,CHEMISTRY,PIONEER,20,ICA
BS-658e,BS-658e,CHEMISTRY,SETTLER,20,ICA
BS-658e,BS-658e,CHEMISTRY,TECHNICIAN,20,ICA
BS-658e,BS-658e,CHEMISTRY,ENGINEER,20,ICA
BS-658e,BS-658e,CHEMISTRY,SCIENTIST,20,ICA
BS-658e,BS-658e,CONSTRUCTION,PIONEER,20,ICA
BS-658e,BS-658e,CONSTRUCTION,SETTLER,20,ICA
BS-658e,BS-658e,CONSTRUCTION,TECHNICIAN,20,ICA
BS-658e,BS-658e,CONSTRUCTION,ENGINEER,20,ICA
BS-658e,BS-658e,CONSTRUCTION,SCIENTIST,20,ICA
BS-658e,BS-658e,ELECTRONICS,PIONEER,20,ICA
BS-658e,BS-658e,ELECTRONICS,SETTLER,20,ICA
BS-788c,Nova Honshu,CHEMISTRY,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,CONSTRUCTION,PIONEER,20,ICA
BS-788c,Nova Honshu,ELECTRONICS,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,ELECTRONICS,ENGINEER,1000,ICA
BS-788c,Nova Honshu,ELECTRONICS,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,CONSTRUCTION,SETTLER,80,ICA
BS-788c,Nova Honshu,CONSTRUCTION,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,CONSTRUCTION,ENGINEER,1000,ICA
BS-788c,Nova Honshu,FOOD_INDUSTRIES,PIONEER,20,ICA
BS-788c,Nova Honshu,FOOD_INDUSTRIES,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,AGRICULTURE,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,CHEMISTRY,PIONEER,20,ICA
BS-788c,Nova Honshu,FUEL_REFINING,SETTLER,80,ICA
BS-788c,Nova Honshu,AGRICULTURE,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,FUEL_REFINING,PIONEER,20,ICA
BS-788c,Nova Honshu,FOOD_INDUSTRIES,ENGINEER,1000,ICA
BS-788c,Nova Honshu,FOOD_INDUSTRIES,SETTLER,80,ICA
BS-788c,Nova Honshu,CONSTRUCTION,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,FOOD_INDUSTRIES,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,AGRICULTURE,PIONEER,20,ICA
BS-788c,Nova Honshu,ELECTRONICS,PIONEER,20,ICA
BS-788c,Nova Honshu,AGRICULTURE,SETTLER,80,ICA
BS-788c,Nova Honshu,ELECTRONICS,SETTLER,80,ICA
BS-788c,Nova Honshu,CHEMISTRY,SETTLER,80,ICA
BS-788c,Nova Honshu,CHEMISTRY,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,CHEMISTRY,ENGINEER,1000,ICA
BS-788c,Nova Honshu,RESOURCE_EXTRACTION,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,RESOURCE_EXTRACTION,ENGINEER,1000,ICA
BS-788c,Nova Honshu,RESOURCE_EXTRACTION,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,AGRICULTURE,ENGINEER,1000,ICA
BS-788c,Nova Honshu,RESOURCE_EXTRACTION,SETTLER,80,ICA
BS-788c,Nova Honshu,RESOURCE_EXTRACTION,PIONEER,20,ICA
BS-788c,Nova Honshu,METALLURGY,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,METALLURGY,ENGINEER,1000,ICA
BS-788c,Nova Honshu,METALLURGY,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,METALLURGY,SETTLER,80,ICA
BS-788c,Nova Honshu,METALLURGY,PIONEER,20,ICA
BS-788c,Nova Honshu,MANUFACTURING,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,MANUFACTURING,ENGINEER,1000,ICA
BS-788c,Nova Honshu,MANUFACTURING,TECHNICIAN,160,ICA
BS-788c,Nova Honshu,MANUFACTURING,SETTLER,80,ICA
BS-788c,Nova Honshu,MANUFACTURING,PIONEER,20,ICA
BS-788c,Nova Honshu,FUEL_REFINING,SCIENTIST,1980,ICA
BS-788c,Nova Honshu,FUEL_REFINING,ENGINEER,1000,ICA
BS-788c,Nova Honshu,FUEL_REFINING,TECHNICIAN,160,ICA
BS-865g,BS-865g,AGRICULTURE,PIONEER,0,ICA
BS-865g,BS-865g,FOOD_INDUSTRIES,PIONEER,0,ICA
BS-865g,BS-865g,FOOD_INDUSTRIES,SETTLER,0,ICA
BS-865g,BS-865g,FOOD_INDUSTRIES,ENGINEER,0,ICA
BS-865g,BS-865g,ELECTRONICS,SCIENTIST,0,ICA
BS-865g,BS-865g,METALLURGY,PIONEER,0,ICA
BS-865g,BS-865g,MANUFACTURING,SCIENTIST,0,ICA
BS-865g,BS-865g,MANUFACTURING,ENGINEER,0,ICA
BS-865g,BS-865g,MANUFACTURING,TECHNICIAN,0,ICA
BS-865g,BS-865g,MANUFACTURING,SETTLER,0,ICA
BS-865g,BS-865g,METALLURGY,SETTLER,0,ICA
BS-865g,BS-865g,METALLURGY,TECHNICIAN,0,ICA
BS-865g,BS-865g,METALLURGY,ENGINEER,0,ICA
BS-865g,BS-865g,AGRICULTURE,TECHNICIAN,0,ICA
BS-865g,BS-865g,METALLURGY,SCIENTIST,0,ICA
BS-865g,BS-865g,RESOURCE_EXTRACTION,PIONEER,0,ICA
BS-865g,BS-865g,MANUFACTURING,PIONEER,0,ICA
BS-865g,BS-865g,FUEL_REFINING,SCIENTIST,0,ICA
BS-865g,BS-865g,FUEL_REFINING,ENGINEER,0,ICA
BS-865g,BS-865g,FUEL_REFINING,TECHNICIAN,0,ICA
BS-865g,BS-865g,FUEL_REFINING,SETTLER,0,ICA
BS-865g,BS-865g,CHEMISTRY,SCIENTIST,0,ICA
BS-865g,BS-865g,CHEMISTRY,ENGINEER,0,ICA
BS-865g,BS-865g,CHEMISTRY,TECHNICIAN,0,ICA
BS-865g,BS-865g,CHEMISTRY,SETTLER,0,ICA
BS-865g,BS-865g,CHEMISTRY,PIONEER,0,ICA
BS-865g,BS-865g,AGRICULTURE,SCIENTIST,0,ICA
BS-865g,BS-865g,AGRICULTURE,ENGINEER,0,ICA
BS-865g,BS-865g,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
BS-865g,BS-865g,FOOD_INDUSTRIES,SCIENTIST,0,ICA
BS-865g,BS-865g,AGRICULTURE,SETTLER,0,ICA
BS-865g,BS-865g,FUEL_REFINING,PIONEER,0,ICA
BS-865g,BS-865g,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
BS-865g,BS-865g,RESOURCE_EXTRACTION,ENGINEER,0,ICA
BS-865g,BS-865g,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
BS-865g,BS-865g,RESOURCE_EXTRACTION,SETTLER,0,ICA
BS-865g,BS-865g,CONSTRUCTION,PIONEER,0,ICA
BS-865g,BS-865g,CONSTRUCTION,SETTLER,0,ICA
BS-865g,BS-865g,CONSTRUCTION,TECHNICIAN,0,ICA
BS-865g,BS-865g,CONSTRUCTION,ENGINEER,0,ICA
BS-865g,BS-865g,CONSTRUCTION,SCIENTIST,0,ICA
BS-865g,BS-865g,ELECTRONICS,PIONEER,0,ICA
BS-865g,BS-865g,ELECTRONICS,SETTLER,0,ICA
BS-865g,BS-865g,ELECTRONICS,TECHNICIAN,0,ICA
BS-865g,BS-865g,ELECTRONICS,ENGINEER,0,ICA
BS-987b,BS-987b,CHEMISTRY,SCIENTIST,0,ICA
BS-987b,BS-987b,AGRICULTURE,PIONEER,0,ICA
BS-987b,BS-987b,CHEMISTRY,ENGINEER,0,ICA
BS-987b,BS-987b,CHEMISTRY,TECHNICIAN,0,ICA
BS-987b,BS-987b,CHEMISTRY,SETTLER,0,ICA
BS-987b,BS-987b,CHEMISTRY,PIONEER,0,ICA
BS-987b,BS-987b,AGRICULTURE,SCIENTIST,0,ICA
BS-987b,BS-987b,AGRICULTURE,ENGINEER,0,ICA
BS-987b,BS-987b,AGRICULTURE,TECHNICIAN,0,ICA
BS-987b,BS-987b,AGRICULTURE,SETTLER,0,ICA
BS-987b,BS-987b,FUEL_REFINING,ENGINEER,0,ICA
BS-987b,BS-987b,FUEL_REFINING,TECHNICIAN,0,ICA
BS-987b,BS-987b,FUEL_REFINING,SETTLER,0,ICA
BS-987b,BS-987b,FUEL_REFINING,PIONEER,0,ICA
BS-987b,BS-987b,FOOD_INDUSTRIES,ENGINEER,0,ICA
BS-987b,BS-987b,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
BS-987b,BS-987b,FOOD_INDUSTRIES,SETTLER,0,ICA
BS-987b,BS-987b,FOOD_INDUSTRIES,PIONEER,0,ICA
BS-987b,BS-987b,ELECTRONICS,SCIENTIST,0,ICA
BS-987b,BS-987b,ELECTRONICS,ENGINEER,0,ICA
BS-987b,BS-987b,ELECTRONICS,TECHNICIAN,0,ICA
BS-987b,BS-987b,ELECTRONICS,SETTLER,0,ICA
BS-987b,BS-987b,ELECTRONICS,PIONEER,0,ICA
BS-987b,BS-987b,CONSTRUCTION,SCIENTIST,0,ICA
BS-987b,BS-987b,CONSTRUCTION,ENGINEER,0,ICA
BS-987b,BS-987b,CONSTRUCTION,TECHNICIAN,0,ICA
BS-987b,BS-987b,CONSTRUCTION,SETTLER,0,ICA
BS-987b,BS-987b,CONSTRUCTION,PIONEER,0,ICA
BS-987b,BS-987b,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
BS-987b,BS-987b,FOOD_INDUSTRIES,SCIENTIST,0,ICA
BS-987b,BS-987b,MANUFACTURING,SCIENTIST,0,ICA
BS-987b,BS-987b,METALLURGY,PIONEER,0,ICA
BS-987b,BS-987b,METALLURGY,SETTLER,0,ICA
BS-987b,BS-987b,METALLURGY,TECHNICIAN,0,ICA
BS-987b,BS-987b,METALLURGY,ENGINEER,0,ICA
BS-987b,BS-987b,METALLURGY,SCIENTIST,0,ICA
BS-987b,BS-987b,RESOURCE_EXTRACTION,PIONEER,0,ICA
BS-987b,BS-987b,RESOURCE_EXTRACTION,SETTLER,0,ICA
BS-987b,BS-987b,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
BS-987b,BS-987b,RESOURCE_EXTRACTION,ENGINEER,0,ICA
BS-987b,BS-987b,MANUFACTURING,ENGINEER,0,ICA
BS-987b,BS-987b,MANUFACTURING,TECHNICIAN,0,ICA
BS-987b,BS-987b,MANUFACTURING,SETTLER,0,ICA
BS-987b,BS-987b,MANUFACTURING,PIONEER,0,ICA
BS-987b,BS-987b,FUEL_REFINING,SCIENTIST,0,ICA
CB-045b,Tacotopia,AGRICULTURE,SCIENTIST,20,CIS
CB-045b,Tacotopia,CHEMISTRY,PIONEER,5,CIS
CB-045b,Tacotopia,CHEMISTRY,SETTLER,5,CIS
CB-045b,Tacotopia,CHEMISTRY,TECHNICIAN,20,CIS
CB-045b,Tacotopia,CHEMISTRY,ENGINEER,20,CIS
CB-045b,Tacotopia,FOOD_INDUSTRIES,SETTLER,5,CIS
CB-045b,Tacotopia,CHEMISTRY,SCIENTIST,20,CIS
CB-045b,Tacotopia,CONSTRUCTION,SETTLER,5,CIS
CB-045b,Tacotopia,CONSTRUCTION,TECHNICIAN,20,CIS
CB-045b,Tacotopia,CONSTRUCTION,ENGINEER,20,CIS
CB-045b,Tacotopia,CONSTRUCTION,SCIENTIST,20,CIS
CB-045b,Tacotopia,ELECTRONICS,PIONEER,5,CIS
CB-045b,Tacotopia,ELECTRONICS,SETTLER,5,CIS
CB-045b,Tacotopia,ELECTRONICS,TECHNICIAN,20,CIS
CB-045b,Tacotopia,ELECTRONICS,ENGINEER,20,CIS
CB-045b,Tacotopia,RESOURCE_EXTRACTION,ENGINEER,20,CIS
CB-045b,Tacotopia,RESOURCE_EXTRACTION,SCIENTIST,20,CIS
CB-045b,Tacotopia,MANUFACTURING,SETTLER,5,CIS
CB-045b,Tacotopia,MANUFACTURING,TECHNICIAN,20,CIS
CB-045b,Tacotopia,FOOD_INDUSTRIES,SCIENTIST,20,CIS
CB-045b,Tacotopia,FUEL_REFINING,PIONEER,5,CIS
CB-045b,Tacotopia,FUEL_REFINING,SETTLER,5,CIS
CB-045b,Tacotopia,FUEL_REFINING,TECHNICIAN,20,CIS
CB-045b,Tacotopia,FUEL_REFINING,ENGINEER,20,CIS
CB-045b,Tacotopia,FUEL_REFINING,SCIENTIST,20,CIS
CB-045b,Tacotopia,MANUFACTURING,PIONEER,5,CIS
CB-045b,Tacotopia,MANUFACTURING,ENGINEER,20,CIS
CB-045b,Tacotopia,RESOURCE_EXTRACTION,TECHNICIAN,20,CIS
CB-045b,Tacotopia,RESOURCE_EXTRACTION,SETTLER,5,CIS
CB-045b,Tacotopia,RESOURCE_EXTRACTION,PIONEER,5,CIS
CB-045b,Tacotopia,METALLURGY,SCIENTIST,20,CIS
CB-045b,Tacotopia,METALLURGY,ENGINEER,20,CIS
CB-045b,Tacotopia,METALLURGY,TECHNICIAN,20,CIS
CB-045b,Tacotopia,METALLURGY,SETTLER,5,CIS
CB-045b,Tacotopia,FOOD_INDUSTRIES,ENGINEER,20,CIS
CB-045b,Tacotopia,MANUFACTURING,SCIENTIST,20,CIS
CB-045b,Tacotopia,METALLURGY,PIONEER,5,CIS
CB-045b,Tacotopia,CONSTRUCTION,PIONEER,5,CIS
CB-045b,Tacotopia,FOOD_INDUSTRIES,TECHNICIAN,20,CIS
CB-045b,Tacotopia,ELECTRONICS,SCIENTIST,20,CIS
CB-045b,Tacotopia,FOOD_INDUSTRIES,PIONEER,5,CIS
CB-045b,Tacotopia,AGRICULTURE,PIONEER,5,CIS
CB-045b,Tacotopia,AGRICULTURE,SETTLER,5,CIS
CB-045b,Tacotopia,AGRICULTURE,TECHNICIAN,20,CIS
CB-045b,Tacotopia,AGRICULTURE,ENGINEER,20,CIS
CB-045c,CB-045c,METALLURGY,PIONEER,20,CIS
CB-045c,CB-045c,AGRICULTURE,SETTLER,20,CIS
CB-045c,CB-045c,FUEL_REFINING,PIONEER,20,CIS
CB-045c,CB-045c,FUEL_REFINING,SETTLER,20,CIS
CB-045c,CB-045c,FUEL_REFINING,TECHNICIAN,20,CIS
CB-045c,CB-045c,FUEL_REFINING,ENGINEER,20,CIS
CB-045c,CB-045c,FUEL_REFINING,SCIENTIST,20,CIS
CB-045c,CB-045c,MANUFACTURING,PIONEER,20,CIS
CB-045c,CB-045c,MANUFACTURING,SETTLER,20,CIS
CB-045c,CB-045c,MANUFACTURING,TECHNICIAN,20,CIS
CB-045c,CB-045c,MANUFACTURING,ENGINEER,20,CIS
CB-045c,CB-045c,MANUFACTURING,SCIENTIST,20,CIS
CB-045c,CB-045c,METALLURGY,SETTLER,20,CIS
CB-045c,CB-045c,METALLURGY,TECHNICIAN,20,CIS
CB-045c,CB-045c,METALLURGY,ENGINEER,20,CIS
CB-045c,CB-045c,METALLURGY,SCIENTIST,20,CIS
CB-045c,CB-045c,RESOURCE_EXTRACTION,PIONEER,20,CIS
CB-045c,CB-045c,RESOURCE_EXTRACTION,SETTLER,20,CIS
CB-045c,CB-045c,RESOURCE_EXTRACTION,TECHNICIAN,20,CIS
CB-045c,CB-045c,RESOURCE_EXTRACTION,ENGINEER,20,CIS
CB-045c,CB-045c,FOOD_INDUSTRIES,SCIENTIST,20,CIS
CB-045c,CB-045c,AGRICULTURE,PIONEER,20,CIS
CB-045c,CB-045c,FOOD_INDUSTRIES,ENGINEER,20,CIS
CB-045c,CB-045c,FOOD_INDUSTRIES,SETTLER,20,CIS
CB-045c,CB-045c,AGRICULTURE,TECHNICIAN,20,CIS
CB-045c,CB-045c,AGRICULTURE,ENGINEER,20,CIS
CB-045c,CB-045c,AGRICULTURE,SCIENTIST,20,CIS
CB-045c,CB-045c,CHEMISTRY,PIONEER,20,CIS
CB-045c,CB-045c,CHEMISTRY,SETTLER,20,CIS
CB-045c,CB-045c,CHEMISTRY,TECHNICIAN,20,CIS
CB-045c,CB-045c,CHEMISTRY,ENGINEER,20,CIS
CB-045c,CB-045c,CHEMISTRY,SCIENTIST,20,CIS
CB-045c,CB-045c,CONSTRUCTION,PIONEER,20,CIS
CB-045c,CB-045c,CONSTRUCTION,SETTLER,20,CIS
CB-045c,CB-045c,CONSTRUCTION,TECHNICIAN,20,CIS
CB-045c,CB-045c,CONSTRUCTION,ENGINEER,20,CIS
CB-045c,CB-045c,CONSTRUCTION,SCIENTIST,20,CIS
CB-045c,CB-045c,ELECTRONICS,PIONEER,20,CIS
CB-045c,CB-045c,ELECTRONICS,SETTLER,20,CIS
CB-045c,CB-045c,ELECTRONICS,TECHNICIAN,20,CIS
CB-045c,CB-045c,RESOURCE_EXTRACTION,SCIENTIST,20,CIS
CB-045c,CB-045c,ELECTRONICS,SCIENTIST,20,CIS
CB-045c,CB-045c,FOOD_INDUSTRIES,PIONEER,20,CIS
CB-045c,CB-045c,FOOD_INDUSTRIES,TECHNICIAN,20,CIS
CB-045c,CB-045c,ELECTRONICS,ENGINEER,20,CIS
CB-045d,CB-045d,ELECTRONICS,PIONEER,20,CIS
CB-045d,CB-045d,FUEL_REFINING,PIONEER,20,CIS
CB-045d,CB-045d,AGRICULTURE,SETTLER,40,CIS
CB-045d,CB-045d,CHEMISTRY,ENGINEER,400,CIS
CB-045d,CB-045d,FOOD_INDUSTRIES,SCIENTIST,800,CIS
CB-045d,CB-045d,FOOD_INDUSTRIES,TECHNICIAN,200,CIS
CB-045d,CB-045d,AGRICULTURE,ENGINEER,400,CIS
CB-045d,CB-045d,ELECTRONICS,SCIENTIST,800,CIS
CB-045d,CB-045d,FOOD_INDUSTRIES,ENGINEER,400,CIS
CB-045d,CB-045d,FOOD_INDUSTRIES,SETTLER,40,CIS
CB-045d,CB-045d,FOOD_INDUSTRIES,PIONEER,20,CIS
CB-045d,CB-045d,AGRICULTURE,PIONEER,20,CIS
CB-045d,CB-045d,ELECTRONICS,ENGINEER,400,CIS
CB-045d,CB-045d,ELECTRONICS,TECHNICIAN,200,CIS
CB-045d,CB-045d,ELECTRONICS,SETTLER,40,CIS
CB-045d,CB-045d,AGRICULTURE,SCIENTIST,800,CIS
CB-045d,CB-045d,CHEMISTRY,PIONEER,20,CIS
CB-045d,CB-045d,CHEMISTRY,SETTLER,40,CIS
CB-045d,CB-045d,RESOURCE_EXTRACTION,SCIENTIST,800,CIS
CB-045d,CB-045d,RESOURCE_EXTRACTION,ENGINEER,400,CIS
CB-045d,CB-045d,RESOURCE_EXTRACTION,TECHNICIAN,200,CIS
CB-045d,CB-045d,RESOURCE_EXTRACTION,SETTLER,40,CIS
CB-045d,CB-045d,RESOURCE_EXTRACTION,PIONEER,20,CIS
CB-045d,CB-045d,METALLURGY,SCIENTIST,800,CIS
CB-045d,CB-045d,METALLURGY,ENGINEER,400,CIS
CB-045d,CB-045d,METALLURGY,TECHNICIAN,200,CIS
CB-045d,CB-045d,METALLURGY,SETTLER,40,CIS
CB-045d,CB-045d,METALLURGY,PIONEER,20,CIS
CB-045d,CB-045d,MANUFACTURING,SCIENTIST,800,CIS
CB-045d,CB-045d,MANUFACTURING,ENGINEER,400,CIS
CB-045d,CB-045d,MANUFACTURING,TECHNICIAN,200,CIS
CB-045d,CB-045d,MANUFACTURING,SETTLER,40,CIS
CB-045d,CB-045d,MANUFACTURING,PIONEER,20,CIS
CB-045d,CB-045d,FUEL_REFINING,SCIENTIST,800,CIS
CB-045d,CB-045d,FUEL_REFINING,ENGINEER,400,CIS
CB-045d,CB-045d,FUEL_REFINING,TECHNICIAN,200,CIS
CB-045d,CB-045d,FUEL_REFINING,SETTLER,40,CIS
CB-045d,CB-045d,AGRICULTURE,TECHNICIAN,200,CIS
CB-045d,CB-045d,CHEMISTRY,SCIENTIST,800,CIS
CB-045d,CB-045d,CONSTRUCTION,PIONEER,20,CIS
CB-045d,CB-045d,CONSTRUCTION,SETTLER,40,CIS
CB-045d,CB-045d,CONSTRUCTION,TECHNICIAN,200,CIS
CB-045d,CB-045d,CONSTRUCTION,ENGINEER,400,CIS
CB-045d,CB-045d,CHEMISTRY,TECHNICIAN,200,CIS
CB-045d,CB-045d,CONSTRUCTION,SCIENTIST,800,CIS
CB-282a,CB-282a,RESOURCE_EXTRACTION,SETTLER,0,CIS
CB-282a,CB-282a,FOOD_INDUSTRIES,ENGINEER,0,CIS
CB-282a,CB-282a,FOOD_INDUSTRIES,TECHNICIAN,0,CIS
CB-282a,CB-282a,FOOD_INDUSTRIES,SETTLER,0,CIS
CB-282a,CB-282a,FOOD_INDUSTRIES,PIONEER,0,CIS
CB-282a,CB-282a,ELECTRONICS,SCIENTIST,0,CIS
CB-282a,CB-282a,ELECTRONICS,ENGINEER,0,CIS
CB-282a,CB-282a,ELECTRONICS,TECHNICIAN,0,CIS
CB-282a,CB-282a,ELECTRONICS,SETTLER,0,CIS
CB-282a,CB-282a,ELECTRONICS,PIONEER,0,CIS
CB-282a,CB-282a,CONSTRUCTION,SCIENTIST,0,CIS
CB-282a,CB-282a,CONSTRUCTION,ENGINEER,0,CIS
CB-282a,CB-282a,CONSTRUCTION,TECHNICIAN,0,CIS
CB-282a,CB-282a,CONSTRUCTION,SETTLER,0,CIS
CB-282a,CB-282a,CONSTRUCTION,PIONEER,0,CIS
CB-282a,CB-282a,CHEMISTRY,SCIENTIST,0,CIS
CB-282a,CB-282a,CHEMISTRY,ENGINEER,0,CIS
CB-282a,CB-282a,CHEMISTRY,TECHNICIAN,0,CIS
CB-282a,CB-282a,CHEMISTRY,SETTLER,0,CIS
CB-282a,CB-282a,CHEMISTRY,PIONEER,0,CIS
CB-282a,CB-282a,AGRICULTURE,SCIENTIST,0,CIS
CB-282a,CB-282a,AGRICULTURE,ENGINEER,0,CIS
CB-282a,CB-282a,AGRICULTURE,TECHNICIAN,0,CIS
CB-282a,CB-282a,AGRICULTURE,SETTLER,0,CIS
CB-282a,CB-282a,AGRICULTURE,PIONEER,0,CIS
CB-282a,CB-282a,FUEL_REFINING,ENGINEER,0,CIS
CB-282a,CB-282a,FUEL_REFINING,TECHNICIAN,0,CIS
CB-282a,CB-282a,FUEL_REFINING,SETTLER,0,CIS
CB-282a,CB-282a,FUEL_REFINING,PIONEER,0,CIS
CB-282a,CB-282a,FOOD_INDUSTRIES,SCIENTIST,0,CIS
CB-282a,CB-282a,FUEL_REFINING,SCIENTIST,0,CIS
CB-282a,CB-282a,MANUFACTURING,PIONEER,0,CIS
CB-282a,CB-282a,MANUFACTURING,SETTLER,0,CIS
CB-282a,CB-282a,MANUFACTURING,TECHNICIAN,0,CIS
CB-282a,CB-282a,MANUFACTURING,ENGINEER,0,CIS
CB-282a,CB-282a,MANUFACTURING,SCIENTIST,0,CIS
CB-282a,CB-282a,METALLURGY,PIONEER,0,CIS
CB-282a,CB-282a,METALLURGY,SETTLER,0,CIS
CB-282a,CB-282a,METALLURGY,TECHNICIAN,0,CIS
CB-282a,CB-282a,METALLURGY,ENGINEER,0,CIS
CB-282a,CB-282a,METALLURGY,SCIENTIST,0,CIS
CB-282a,CB-282a,RESOURCE_EXTRACTION,PIONEER,0,CIS
CB-282a,CB-282a,RESOURCE_EXTRACTION,TECHNICIAN,0,CIS
CB-282a,CB-282a,RESOURCE_EXTRACTION,ENGINEER,0,CIS
CB-282a,CB-282a,RESOURCE_EXTRACTION,SCIENTIST,0,CIS
CB-282b,Ad Gloriam Carbonis,FOOD_INDUSTRIES,TECHNICIAN,300,CIS
CB-282b,Ad Gloriam Carbonis,RESOURCE_EXTRACTION,SCIENTIST,1000,CIS
CB-282b,Ad Gloriam Carbonis,RESOURCE_EXTRACTION,ENGINEER,500,CIS
CB-282b,Ad Gloriam Carbonis,RESOURCE_EXTRACTION,TECHNICIAN,300,CIS
CB-282b,Ad Gloriam Carbonis,RESOURCE_EXTRACTION,SETTLER,50,CIS
CB-282b,Ad Gloriam Carbonis,RESOURCE_EXTRACTION,PIONEER,15,CIS
CB-282b,Ad Gloriam Carbonis,METALLURGY,SCIENTIST,1000,CIS
CB-282b,Ad Gloriam Carbonis,METALLURGY,ENGINEER,500,CIS
CB-282b,Ad Gloriam Carbonis,METALLURGY,TECHNICIAN,300,CIS
CB-282b,Ad Gloriam Carbonis,METALLURGY,SETTLER,50,CIS
CB-282b,Ad Gloriam Carbonis,METALLURGY,PIONEER,15,CIS
CB-282b,Ad Gloriam Carbonis,MANUFACTURING,SCIENTIST,1000,CIS
CB-282b,Ad Gloriam Carbonis,MANUFACTURING,ENGINEER,500,CIS
CB-282b,Ad Gloriam Carbonis,MANUFACTURING,TECHNICIAN,300,CIS
CB-282b,Ad Gloriam Carbonis,MANUFACTURING,SETTLER,50,CIS
CB-282b,Ad Gloriam Carbonis,MANUFACTURING,PIONEER,15,CIS
CB-282b,Ad Gloriam Carbonis,FUEL_REFINING,SCIENTIST,1000,CIS
